Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Accessory size (product.metafields.shopify.accessory-size),Animal type (product.metafields.shopify.animal-type),Color (product.metafields.shopify.color-pattern),Compatible vehicle (product.metafields.shopify.compatible-vehicle),First aid kit components (product.metafields.shopify.first-aid-kit-components),Leash design (product.metafields.shopify.leash-design),Material (product.metafields.shopify.material),Pet control accessory features (product.metafields.shopify.pet-control-accessory-features),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
enhanced-strength-tru-fit-dog-car-harness-crash-tested-steel-nesting-buckles-includes-seatbelt-tether-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/15780b5e8fc8bf4f4ffbfa2a78ed9975.jpg?v=1766105251,2,"Enhanced Strength Tru-Fit Dog Car Harness, Crash Tested, Steel Nesting Buckles, Includes Seatbelt Tether, Medium-Black",,,,,,,,,,,,,,,,,,,,
enhanced-strength-tru-fit-dog-car-harness-crash-tested-steel-nesting-buckles-includes-seatbelt-tether-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/48dcad6117e7d5a42b057e28ee6b6069.jpg?v=1766105253,3,"Enhanced Strength Tru-Fit Dog Car Harness, Crash Tested, Steel Nesting Buckles, Includes Seatbelt Tether, Medium-Black",,,,,,,,,,,,,,,,,,,,
enhanced-strength-tru-fit-dog-car-harness-crash-tested-steel-nesting-buckles-includes-seatbelt-tether-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/6de58f441da3fa461b875d2020bc7d92.jpg?v=1766105252,4,"Enhanced Strength Tru-Fit Dog Car Harness, Crash Tested, Steel Nesting Buckles, Includes Seatbelt Tether, Medium-Black",,,,,,,,,,,,,,,,,,,,
enhanced-strength-tru-fit-dog-car-harness-crash-tested-steel-nesting-buckles-includes-seatbelt-tether-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/c812657f08a41849c75d399026e76b9c.jpg?v=1766105252,5,"Enhanced Strength Tru-Fit Dog Car Harness, Crash Tested, Steel Nesting Buckles, Includes Seatbelt Tether, Medium-Black",,,,,,,,,,,,,,,,,,,,
enhanced-strength-tru-fit-dog-car-harness-crash-tested-steel-nesting-buckles-includes-seatbelt-tether-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/92130f96ceb20aff349551ba5d074b46.jpg?v=1766105252,6,"Enhanced Strength Tru-Fit Dog Car Harness, Crash Tested, Steel Nesting Buckles, Includes Seatbelt Tether, Medium-Black",,,,,,,,,,,,,,,,,,,,
enhanced-strength-tru-fit-dog-car-harness-crash-tested-steel-nesting-buckles-includes-seatbelt-tether-medium-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/e2a909a605f7edb8396921e827d49ef2.jpg?v=1766105253,7,"Enhanced Strength Tru-Fit Dog Car Harness, Crash Tested, Steel Nesting Buckles, Includes Seatbelt Tether, Medium-Black",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,Rabbitgoo Reflective No-Pull Dog Harness (Front & Back Clip) (Large) | HappyPawsCo UK,"<p>If your dog turns every walk into a tug-of-war, this no-pull harness gives you a calmer, safer setup without putting pressure on their throat. It includes two lead attachment points (front and back), soft padding, and reflective detailing for darker walks.</p>

<h3>Why you’ll love it</h3>
<ul>
  <li>
<strong>Two lead clips (front + back):</strong> Use the front clip to help reduce pulling during training. Use the back clip for everyday walks, jogging, and hiking.</li>
  <li>
<strong>No-choke design:</strong> A harness-style fit helps avoid pressure on the neck compared to collar-only walking.</li>
  <li>
<strong>Easy on and off:</strong> Overhead design with two quick-release buckles makes it simple to fit, remove, and adjust.</li>
  <li>
<strong>Comfort-first materials:</strong> Nylon oxford outer with soft padding, plus breathable mesh to help with airflow.</li>
  <li>
<strong>Reflective strips:</strong> Added visibility for early mornings, evenings, and winter walks.</li>
  <li>
<strong>Top control handle:</strong> Handy for extra control in busy spots, stairs, doorways, or when you need a steady moment.</li>
</ul>

<h3>Fit and adjustability</h3>
<p>This harness includes four adjustment points (two at the neck and two at the chest) so you can dial in a secure fit with room for movement. A snug, well-adjusted fit helps reduce slipping and improves comfort on longer walks.</p>

<h3>Sizing notes</h3>
<p><strong>Size L (manufacturer guidance):</strong> Neck girth 46–66 cm, chest girth 43–85 cm. Suitable for many medium-to-large dogs. Please check the size chart and measure your dog before ordering, as sizing can vary by build and coat.</p>
<p>Also available in <strong>Size M</strong>. Use your dog’s measurements and the size chart to choose the best fit.</p>

<h3>How to measure</h3>
<ul>
  <li>
<strong>Neck:</strong> Measure around the base of the neck (not where a collar sits high up).</li>
  <li>
<strong>Chest:</strong> Measure the widest part of the ribcage, just behind the front legs.</li>
  <li>
<strong>Fit check:</strong> You should be able to slip two fingers under the straps comfortably.</li>
</ul>

<h3>Care</h3>
<p>Wipe clean for day-to-day mess. For deeper cleaning, follow the care instructions and allow to fully air dry before next use.</p>

<h3>Safety note</h3>
<p>This harness is designed for walking and training. If you need in-car restraint, look for a dedicated car safety harness or restraint system designed specifically for vehicle use.</p>
",HapyPawsCo,Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Harnesses,"","autods-uk, Collars, dog-harness, dog-safety, dog_travel, Dogs, Harnesses, Harnesses & Leads, no-pull, padded, Pet Supplies, reflective, uk-dispatch, Walking",true,Size Name,L (Pack Of 1),,Colour Name,Black,,,,,d38e4747-b4ef-4287-80cd-6e03ad415987,8504.8569375,shopify,deny,autods-prod-lreltcwk,23.20,0.00,true,true,,,,,7445043643617,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/57dc78b9c63ad15ff5cb313ccf241e11.jpg?v=1766105251,1,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",false,"Rabbitgoo No-Pull Dog Harness (Reflective, Front Clip) (M & L) | HappyPawsCo UK","Reduce pulling on walks with the Rabbitgoo reflective no-pull dog harness. Front + back lead clips, padded comfort, breathable mesh, and a top control handle. Sizes M & L.",,dogs,black,,,,nylon; mesh,adjustable; reflective; comfort-padding; quick-release,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/57dc78b9c63ad15ff5cb313ccf241e11.jpg?v=1766105251,oz,,16.14,active
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/ab540ef44ff73300a5d6db1fe36d97c4.jpg?v=1766105251,2,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/bc73ec137e37c009cfb37aab391559ec.jpg?v=1766105251,3,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/7cbda6ba656c0c0cf1651b1d37d03a30.jpg?v=1766105251,4,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/5052527a72c29abeab0fbfc923e47315.jpg?v=1766105251,5,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/e7f38335fe8308231b596fdbe77dfcea.jpg?v=1766105251,6,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/ca0b339c642535a0044fdb573f6c84fd.jpg?v=1766105251,7,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/62639c9dceb46e6e1c7776fd84c6cda9.jpg?v=1766105251,8,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
dog-harness-large-dog-no-pull-pet-harness-with-2-leash-clips-adjustable-soft-padded-pet-vest-harness-reflective-no-choke-with-easy-control-handle-for-training-or-walking-black-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/ab7d7f31add2d7064e9e94079a0be9d9.jpg?v=1766105250,9,"Dog Harness Large Dog No Pull Pet Harness with 2 Leash Clips, Adjustable Soft Padded Pet Vest Harness, Reflective No-Choke with Easy Control Handle for Training or Walking, Black, L",,,,,,,,,,,,,,,,,,,,
elevated-view-dog-booster-seat-grey-m-harness-clips-up-to-11kg-happypawsco-uk,"Elevated View Dog Booster Seat – Grey (M, Harness Clips, Up to 11kg) | HappyPawsCo UK","<p>Car journeys are easier when your dog can settle in one spot and see what's going on. This booster seat gives small-to-medium dogs up to 11kg a supported, raised place to sit, with secure straps and harness-attachment clips to help reduce wandering, slipping, and lap-hopping during the drive. The wipe-clean outer is practical for everyday use, while the soft lining keeps things comfortable on longer trips.</p> <li>
<strong>Raised, supported seat</strong> – helps smaller dogs feel more secure and settled during car journeys</li> <li>
<strong>Harness-attachment safety clips</strong> – designed to clip to a harness (not a collar) for added peace of mind</li> <li>
<strong>Wipe-clean outer</strong> – easier to manage muddy paws and everyday mess</li> <li>
<strong>Soft, removable cushion</strong> – adds comfort and makes cleaning simpler</li> <li>
<strong>Straps to secure to the seat</strong> – fits most UK cars and can be used in front or back (check your setup)</li> <li>
<strong>Folds flatter for storage</strong> – handy if you don't want it out all the time</li> <li>
<p><strong>Reassurance:</strong> Designed for small-to-medium dogs up to 11kg. Always clip to a harness and check the fit before setting off.</p>
<p><strong>Pairs well with:</strong> <a href=""/products/isofix-latch-swivel-seat-belt-tether-metal-carabiner-shock-absorb-happypawsco-uk"">ISOFIX/LATCH Swivel Seat-Belt Tether</a>, <a href=""/products/reflective-no-pull-dog-harness-padded-escape-resist-metal-rings-happypawsco-uk"">Reflective No-Pull Dog Harness</a>, <a href=""/products/pet-wipes-for-dogs-hypoallergenic-cleaning-and-hydrating-for-grooming-paws-body-and-bums-unscented-100-count"">Pet Wipes (Unscented)</a>.</p>
<p><strong>Prefer a black finish?</strong> See the <a href=""/products/elevated-view-dog-booster-seat-black-m-harness-clips-up-to-11kg-happypawsco-uk"">black version here</a>.</p>
</li>",HappyPawsCo,Animals & Pet Supplies > Pet Supplies > Pet Carriers & Crates > Car Crates,"","Booster & Car Seats, Car Travel Accessories, Carriers & Travel Products, Dogs, Pet Supplies",true,Size Name,M,,Colour Name,Grey Leather,,,,,92b0fb60-c2d6-405f-832d-163d1713b564,3500.0,shopify,deny,autods-prod-lreltcwk,83.82,0.00,true,true,,,,,7445007818877,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/9a439a79f6a2c6d6319688413ea7d7a2.jpg?v=1765574448,1,"Elevated View Dog Booster Seat – Grey (M, Harness Clips, Up to 11kg) | HappyPawsCo UK",false,Elevated View Dog Booster Seat – Grey (M) | HappyPawsCo UK,"A secure dog booster seat that raises small dogs for a calmer ride. Waterproof outer, cosy lining, harness clips, folds flat. Size M, up to 11kg. HappyPawsCo UK.",,dogs,,,,,fabric; plush; faux-leather; polyester,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/9a439a79f6a2c6d6319688413ea7d7a2.jpg?v=1765574448,kg,,66.95,active
elevated-view-dog-booster-seat-grey-m-harness-clips-up-to-11kg-happypawsco-uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3022/3993/files/e3b455a06960d3a09b5303c7f51a24cf.jpg?v=1765574448,2,"Elevated View Dog Booster Seat – Grey (M, Harness Clips, Up to 11kg) | HappyPawsCo UK",,,,,,,,,,,,,,,,,,,,
